,literal,grade,stroke_counts,freq,jlpt,ja_ons,ja_kuns,meanings,example,example_translation
1074,御,8.0,12,1087,2.0,"['ギョ', 'ゴ']","['おん-', 'お-', 'み-']","['honorable', 'manipulate', 'govern']",休みになったらいつか御出かけになって下さい。,Please come and see us sometime during the vacation.
1075,範,8.0,15,1088,1.0,['ハン'],[],"['pattern', 'example', 'model']",それは私たちの道徳的規範には受け入れられない。,It is not acceptable to our moral code.
1076,隠,8.0,14,1089,1.0,"['イン', 'オン']","['かく.す', 'かく.し', 'かく.れる', 'よ.る']","['conceal', 'hide', 'cover']",詐欺師は新たに人をだますまえに、目隠し、すなわち、人をだますテクニックを磨く。,"A confidence man polishes his ""hood winking"" or ""eye-washing"" techniques before bilking a new victim."
1077,冬,2.0,5,1090,3.0,['トウ'],['ふゆ'],['winter'],冬は去った。,Winter has gone.
1078,徳,4.0,14,1091,1.0,['トク'],[],"['benevolence', 'virtue', 'goodness', 'commanding respect']",徳は孤ならず必ず隣あり,The virtuous man will not long remain lonely
1079,皮,3.0,5,1092,2.0,['ヒ'],['かわ'],"['pelt', 'skin', 'hide', 'leather', 'skin radical (no. 107)']",動物の皮は毛でおおわれている。,The skin of animals is covered with hair.
1080,哲,8.0,10,1093,1.0,['テツ'],"['さとい', 'あきらか']","['philosophy', 'clear']",僕はもっとずっと後に、科学哲学を勉強していたとき、実験というのは既存の知識に対する現実の不満から生じるべきものだということを学んだ。,"An experiment, I would learn much later, when studying the philosophy of science, had to arise from a real dissatisfaction with existing knowledge."
1081,漁,4.0,14,1094,2.0,"['ギョ', 'リョウ']",['あさ.る'],"['fishing', 'fishery']",彼らは漁師に変装し船に乗って逃げた。,They disguised themselves as fishermen and escaped in a boat.
1082,杉,8.0,7,1095,1.0,['サン'],['すぎ'],"['cedar', 'cryptomeria']",杉の木の板でできている。,It's made of cedar boards.
1083,里,2.0,7,1096,1.0,['リ'],['さと'],"['ri', 'village', '""parents home""', 'league']",「残影：敵中横断三百里：建川斥候長の生涯」,"Traces: Crossing Enemy Territory for 300 Ri: The Life of Tatekawa, the Scout Leader"
1084,釈,8.0,11,1097,1.0,"['シャク', 'セキ']","['とく', 'す.てる', 'ゆる.す']",['explanation'],私は彼らの釈放を要求した。,I demanded that they be allowed to leave.
1085,己,6.0,3,1098,1.0,"['コ', 'キ']","['おのれ', 'つちのと', 'な']",['self'],己の欲せざる所は人に施す勿れ。,Do to others as you would have others do to you.
1086,荒,8.0,9,1099,2.0,['コウ'],"['あ.らす', 'あ.れる', 'あら.い', 'すさ.ぶ', 'すさ.む', 'あ.らし']","['laid waste', 'rough', 'rude', 'wild']",「荒凡夫：一茶」,"A Rough, Ordinary Person: Issa"
1087,貯,5.0,12,1100,2.0,['チョ'],"['た.める', 'たくわ.える']","['savings', 'store', 'lay in', 'keep', 'wear mustache']",この所は海外旅行するために貯金している。,She is saving money to go abroad.
1088,硬,8.0,12,1101,2.0,['コウ'],['かた.い'],"['stiff', 'hard']",硬貨の価値は使われた金属の重さによって決まった。,The value of the coins depended on the weight of the metal used.
1089,妥,8.0,7,1102,1.0,['ダ'],[],"['gentle', 'peace', 'depravity']",習慣は我々をあらゆる物事に対し妥協せしめる。,Custom reconciles us to everything.
1090,威,8.0,9,1103,1.0,['イ'],"['おど.す', 'おど.し', 'おど.かす']","['intimidate', 'dignity', 'majesty', 'menace', 'threaten']",彼は自分のオフィスで働いている人に威張り散らそうとしたがうまくいかなかった。,He tried unsuccessfully to domineer over his office workers.
1091,豪,8.0,14,1104,1.0,['ゴウ'],['えら.い'],"['overpowering', 'great', 'powerful', 'excelling', 'Australia']",昨晩、彼女が私に庭で豪華な夕食をごちそうしてくれた。,She gave a rich dinner for us in her garden last night.
1092,熊,4.0,14,1105,1.0,['ユウ'],['くま'],['bear'],トラに比べれば熊は優しい動物です。,A bear is a friendly beast in comparison with a tiger.
1093,歯,3.0,12,1106,2.0,['シ'],"['よわい', 'は', 'よわ.い', 'よわい.する']","['tooth', 'cog']",歯が痛いです。,I have a toothache.
1094,滞,8.0,13,1107,1.0,"['タイ', 'テイ']",['とどこお.る'],"['stagnate', 'be delayed', 'overdue', 'arrears']",滞英中、私は旅行の詳細を調べるためによくそのガイドブックを参照した。,"While in England, I often referred to the guidebook for details of my journey."
1095,微,8.0,13,1108,1.0,['ビ'],['かす.か'],"['delicate', 'minuteness', 'insignificance']",日本文化の文脈の中では当然と思われる微笑みも、外国人の間では、不気味な笑いとして多くの混乱を生み、また悪評が高い。,"Our smile, which is understandable in the context of Japanese culture, sometimes causes a lot of confusion and is notorious among foreign people as a mysterious smile."
1096,隆,8.0,11,1109,1.0,['リュウ'],[],"['hump', 'high', 'noble', 'prosperity']",隆、もうお風呂に入った？,"Have you taken a bath yet, Takashi?"
1097,埋,8.0,10,1110,2.0,['マイ'],"['う.める', 'う.まる', 'う.もれる', 'うず.める', 'うず.まる', 'い.ける']","['bury', 'be filled up', 'embedded']",失った時間の埋め合わせをしなけばならない。,We must make up for lost time.
1098,症,8.0,10,1111,1.0,['ショウ'],[],"['symptoms', 'illness']",ある最近の調査によるとスギ花粉症の有病率は全国で20％を超えると報告されています。,"According to another recent study, nationwide the prevalence rate of people with Japanese cedar pollen allergy was reported to have exceeded 20%."
1099,暫,8.0,15,1112,1.0,['ザン'],['しばら.く'],"['temporarily', 'a while', 'moment', 'long time']",ちなみにここ一週間は、例えばフラグが立っていようとも、Ｈシーンが無い事は確定事項だからな。暫くの間、辛抱な！,"By the way, this week - no matter what flags are set - it's a certainty that there will be no ecchi scenes. You'll just have to bear with it a while."
1100,忠,6.0,8,1113,1.0,['チュウ'],[],"['loyalty', 'fidelity', 'faithfulness']",私は彼への忠誠を誓った。,I pledged my loyalty to him.
1101,倉,4.0,10,1114,1.0,['ソウ'],['くら'],"['godown', 'warehouse', 'storehouse', 'cellar', 'treasury']",彼らは倉を破って米穀を窃取した。,They broke into the storehouse and stole the rice.
1102,昼,2.0,9,1115,3.0,['チュウ'],['ひる'],"['daytime', 'noon']",昼がだんだんと長くなってきた。,The days are growing longer.
1103,茶,2.0,9,1116,3.0,"['チャ', 'サ']",[],['tea'],茶が一杯ほしい。,I'd like a cup of tea.
1104,彦,9.0,9,1117,1.0,['ゲン'],['ひこ'],"['lad', 'boy (ancient)']",邦彦は最初の一発で的を撃ち当てた。,Kunihiko hit the target with his first shot.
1105,肝,8.0,7,1118,1.0,['カン'],['きも'],"['liver', 'pluck', 'nerve', 'chutzpah']",その光景を見て私は肝をつぶした。,I was much frightened at the sight.
1106,柱,3.0,9,1119,2.0,['チュウ'],['はしら'],"['pillar', 'post', 'cylinder', 'support']",猫が柱でつめを研いでいた。,A cat was sharpening its claws against a post.
1107,喚,8.0,12,1120,1.0,['カン'],['わめ.く'],"['yell', 'cry', 'call', 'scream', 'summon']",証人を月曜日に喚問するよう提案します。,I move that the witness be summoned on Monday.
1108,沿,6.0,8,1121,1.0,['エン'],"['そ.う', '-ぞ.い']","['run alongside', 'follow along', 'run along', 'lie along']",彼は川に沿って歩いた。,He walked along the river.
1109,妙,8.0,7,1122,1.0,"['ミョウ', 'ビョウ']",['たえ'],"['exquisite', 'strange', 'queer', 'mystery', 'miracle', 'excellent', 'delicate', 'charming']",私たちは彼の妙な質問に少し驚いた。,We were somewhat surprised at his strange question.
1110,唱,4.0,11,1123,1.0,['ショウ'],['とな.える'],"['chant', 'recite', 'call upon', 'yell']",議長は私たちがその問題について討議するべきだと提唱した。,The chairman suggested that we should discuss the problem.
1111,祭,3.0,11,1124,2.0,['サイ'],"['まつ.る', 'まつ.り', 'まつり']","['ritual', 'offer prayers', 'celebrate', 'deify', 'enshrine', 'worship']",祭が終わった。,The festival came to an end.
1112,袋,8.0,11,1125,2.0,"['タイ', 'ダイ']",['ふくろ'],"['sack', 'bag', 'pouch']",袋の中にお金が少し入っています。,There is a little money in the bag.
1113,阿,9.0,8,1126,1.0,"['ア', 'オ']","['おもね.る', 'くま']","['Africa', 'flatter', 'fawn upon', 'corner', 'nook', 'recess']",爆発事故で、工場は阿鼻叫喚の場となった。,"After the explosion, the factory looked like a scene straight from hell."
1114,索,8.0,10,1127,1.0,['サク'],[],"['cord', 'rope', 'searching', 'inquiring']",情報検索の効率を測る尺度として、再現率と適合率というものがある。,As yardsticks to measure the effectiveness of information retrieval there exist those called 'recall ratio' and 'precision ratio'.
1115,誠,6.0,13,1128,1.0,['セイ'],['まこと'],"['sincerity', 'admonish', 'warn', 'prohibit', 'truth', 'fidelity']",嘘から出た誠。,Many a true word is spoken in jest.
1116,忘,6.0,7,1129,2.0,['ボウ'],['わす.れる'],['forget'],ジェーンはこの一年を決して忘れないでしょう。私達も忘れません。,Jane will never forget this past year. Neither will we.
1117,襲,8.0,22,1130,1.0,['シュウ'],"['おそ.う', 'かさ.ね']","['attack', 'advance on', 'succeed to', 'pile', 'heap']",唯一辛うじて息があった妹の禰豆子をなんとか助けようとしますが、禰豆子が突然鬼に変貌し襲われているところ富岡義勇という剣士に救われます。,"Tanjiro attempts to save his sister Nezuko who is only barely breathing, but Nezuko suddenly transforms into a demon and as she is about to attack Tanjiro, he is saved by swordsman Tomioka Giu."
1118,雪,2.0,11,1131,2.0,['セツ'],['ゆき'],['snow'],雨が雪に変わり始めた。,The rain began to turn into snow.
1119,筆,3.0,12,1132,2.0,['ヒツ'],['ふで'],"['writing brush', 'writing', 'painting brush', 'handwriting']",仕上げの筆を少し加える。,I add a few finishing touches.
1120,吹,8.0,7,1133,2.0,['スイ'],['ふ.く'],"['blow', 'breathe', 'puff', 'emit', 'smoke']",外は強い風が吹いている。,There is a strong wind blowing outside.
1121,訓,4.0,10,1134,2.0,"['クン', 'キン']","['おし.える', 'よ.む', 'くん.ずる']","['instruction', 'Japanese character reading', 'explanation', 'read']",隊長は長時間行進させて新兵たちを訓練した。,The captain exercised the new recruits with long marches.
1122,懇,8.0,17,1135,1.0,['コン'],['ねんご.ろ'],"['sociable', 'kind', 'courteous', 'hospitable', 'cordial']",彼がその薬をくれるよう懇願した。,We besought that he might give us the medicine.
1123,浴,4.0,10,1136,2.0,['ヨク'],"['あ.びる', 'あ.びせる']","['bathe', 'be favored with', 'bask in']",一風呂浴びてさっぱりした。,I felt quite refreshed after taking a bath.
1124,俳,6.0,10,1137,1.0,['ハイ'],[],"['haiku', 'actor']",これは芭蕉の非常に有名な俳句です。,This is a very famous haiku poem by Basho.
1125,童,3.0,12,1138,2.0,['ドウ'],['わらべ'],"['juvenile', 'child']",児童たちは、もうすぐやって来る遠足を楽しみにしている。,The pupils are looking forward to the upcoming excursion.
1126,宝,6.0,8,1139,2.0,['ホウ'],['たから'],"['treasure', 'wealth', 'valuables']",日本の宝みんなの宝です。,It's Japan's treasure and everyone's treasure.
1127,柄,8.0,9,1140,1.0,['ヘイ'],"['がら', 'え', 'つか']","['design', 'pattern', 'build', 'nature', 'character', 'handle', 'crank', 'grip', 'knob', 'shaft']",この赤色で柄全体がだいなしだ。,The red kills the whole pattern.
1128,驚,8.0,22,1141,1.0,['キョウ'],"['おどろ.く', 'おどろ.かす']","['wonder', 'be surprised', 'frightened', 'amazed']",彼がその冒険に成功したとは驚くべきことだ。,The marvel is that he succeeded in the adventure.
1129,麻,8.0,11,1142,1.0,"['マ', 'マア']",['あさ'],"['hemp', 'flax', 'numb']",手作りの中国風綿麻絹の服や小物などを販売しています。台湾でデザインし製造した物です。,"We sell handcrafted Chinese-style cotton, hemp, and silk clothing, as well as accessories. (These) things are designed and made in Taiwan."
1130,封,8.0,9,1143,2.0,"['フウ', 'ホウ']",[],"['seal', 'closing']",いったん封を切るとそのテープは返品できません。,"Once you break the seal, you can't return the tape."
1131,胸,6.0,10,1144,2.0,['キョウ'],"['むね', 'むな-']","['bosom', 'breast', 'chest', 'heart', 'feelings']",彼女はその子を胸に抱いた。,She held the child to her bosom.
1132,娘,8.0,10,1145,2.0,['ジョウ'],"['むすめ', 'こ']","['daughter', 'girl']",真理は時の娘。,Truth is time's daughter.
1133,砂,6.0,9,1146,2.0,"['サ', 'シャ']",['すな'],['sand'],我々は砂の上に足跡を見つけた。,We found footprints in the sand.
1134,塩,4.0,13,1148,2.0,['エン'],['しお'],['salt'],塩をこちらへ取ってもらえますか。,"Could you pass me the salt, please?"
1135,浩,9.0,10,1149,1.0,['コウ'],"['おおき.い', 'ひろ.い']","['wide expanse', 'abundance', 'vigorous']",社長と話している男は浩だ。,The man talking with our boss is Hiroshi.
1136,誤,6.0,14,1150,2.0,['ゴ'],"['あやま.る', '-あやま.る']","['mistake', 'err', 'do wrong', 'mislead']",彼は約束を破ったが、それは大きな誤りだった。,"He broke his promise, which was a big mistake."
1137,剤,8.0,10,1151,1.0,"['ザイ', 'スイ', 'セイ']","['かる', 'けず.る']","['dose', 'medicine', 'drug']",このねばねばした流動体は接着剤の代わりになる。,This sticky liquid can be substituted for glue.
